ticker,da,roa,net_profit_margin,current_ratio,quick_ratio,asset_turnover,debt_ratio
MMM,0.4956866564630583,0.2471824126895784,0.8243619489559165,1.2724122996968386,-0.9679514941533132,0.2998469458744956,0.4956866564630583
AOS,0.4446052710934202,0.17658766057535732,0.45742852679268864,0.6860276198212835,-0.6519090170593014,0.38604426753513055,0.4446052710934202
ABT,0.6324519397598724,0.2699007564716497,0.6350424559111691,0.9924466338259442,-0.7628899835796388,0.4250121451870359,0.6324519397598724
ABMD,0.15652461543686697,0.2543321958012218,4.942407024793388,3.7601677800217495,0.9386981513127233,0.05145917657638767,0.15652461543686697
ACN,0.7387282138029249,0.2207968452936031,0.4127621361716159,3.0329447806919227,-2.1157778185350478,0.5349251443979383,0.7387282138029249
ATVI,0.38015570647672686,0.21070067914527082,2.2593250444049735,28.289156626506024,24.710843373493976,0.09325824084810336,0.38015570647672686
ADP,0.9570423223536311,0.042410321571693874,0.8293988339864283,11.683941138835573,-4.216250799744082,0.0511338090118268,0.9570423223536311
AES,0.7441502988898377,0.10008539709649872,0.28391472868217055,1.1650326797385622,-0.11274509803921569,0.3525192143467122,0.7441502988898377
AKAM,0.3132976026414169,0.24947454325683094,1.884370469754053,6.727471647243848,1.5566127125846188,0.1323914523503397,0.3132976026414169
ALK,1.6921539230384808,0.2753623188405797,0.4158490566037736,1.3694267515923566,-0.910828025477707,0.6621689155422289,1.6921539230384808
ALB,0.6432198255212422,0.14265772130903354,0.5167651637506425,0.9644323667742464,-0.4047961064023398,0.2760590908907918,0.6432198255212422
ALGN,0.5592917303922624,0.2794054393226939,2.7376748936170214,9.406210007678526,1.7391860762733555,0.10205939352920862,0.5592917303922624
ALLE,0.570924488355681,0.11609033168666197,0.1774222541793996,0.7755925365607665,-1.037821482602118,0.6543166313808516,0.570924488355681
LNT,1.9476202158979392,0.4992639842983317,0.7919828760459233,0.026051070415269537,-1.051844209440289,0.6303974484789009,1.9476202158979392
GOOGL,0.2525921263032987,0.14707648671919657,1.2694853859605295,5.161185983827493,-0.03018867924528302,0.11585520270319159,0.2525921263032987
GOOG,0.2525921263032987,0.14707648671919657,1.2694853859605295,5.161185983827493,-0.03018867924528302,0.11585520270319159,0.2525921263032987
MO,1.615937400191632,0.4488981156180134,1.7287822878228782,16.351219512195122,15.580487804878048,0.25966145001596935,1.615937400191632
AMZN,0.9173856058532932,0.296438190433668,0.5310524550403798,0.7266811279826464,0.22433902354679494,0.5582088692370843,0.9173856058532932
AAL,2.2936214467298357,0.4272012941992142,0.5587968561064087,0.15755025712949977,-0.7194950911640954,0.7645019644095216,2.2936214467298357
AMT,2.1393104785918635,0.6730349609659119,3.2628114715561822,7.729230769230769,3.080769230769231,0.20627454783494156,2.1393104785918635
ABC,1.0575521492997133,0.05158013760172395,0.03400790636633442,0.10201533271915426,-0.3315616620295792,1.5167101745723717,1.0575521492997133
AME,0.5233321071325399,0.10552912642545842,0.1912608340270375,0.9073507080029977,-0.9739749733759319,0.5517550258645235,0.5233321071325399
AMGN,0.36146909049529174,0.12036641916303946,3.19079939668175,6.744271310724106,3.287809349220898,0.037722966629683365,0.36146909049529174
AAPL,0.7602354352796199,0.17690885800917744,0.5367755583981108,1.2478402259961239,0.384653286469796,0.3295769623660273,0.7602354352796199
APTV,0.8329528947914505,0.12720481427682093,0.20695476029709656,0.1371794871794872,-1.1482905982905982,0.6146503423946877,0.8329528947914505
BKR,0.6070278969957081,0.06545064377682404,1.1322505800464038,0.7843287391526289,-0.8284839203675345,0.05780579399141631,0.6070278969957081
TECH,0.23155257148120245,0.29428504627650653,0.9951365208155312,6.414350919586521,-2.575244999328769,0.29572329034345457,0.23155257148120245
BA,0.9341518729960115,0.04772704420784502,0.22912308930008046,0.46525556387395356,0.2155448172599197,0.20830307566836853,0.9341518729960115
BSX,0.7184793070259865,0.2828039781841514,0.954004329004329,0.2791164658634538,-2.9759036144578315,0.2964388835418672,0.7184793070259865
CCL,0.9349933547025252,0.06895473379720116,0.05271336361463065,0.16756835794706829,-0.21645464736559925,1.30810726291924,0.9349933547025252
CARR,0.408059643816002,0.18648897810929826,0.1611567359212567,0.0791306385511092,-0.19996257403008577,1.1571900922616056,0.408059643816002
CTLT,4.5892432175154685,0.7044264635887673,0.4710375556970083,0.8132832080200502,0.30451127819548873,1.495478343645883,4.5892432175154685
CMG,3.1858171154358836,2.617168754998667,7.067674586033117,2.195158850226929,-0.19213313161875945,0.3703012529992002,3.1858171154358836
CMCSA,0.34504630216922494,0.4106304706330077,3.7079037800687287,3.6259541984732824,-9.263358778625955,0.11074464036534315,0.34504630216922494
STZ,0.5386245706350946,0.44887816999196084,1.5688378033205619,1.6298820445609437,0.6157273918741809,0.28612146459109844,0.5386245706350946
COST,0.5850962137899506,0.02942521092223931,0.12688172043010754,0.5637820512820513,-1.5217948717948717,0.23191056065832674,0.5850962137899506
DVN,0.4848518601024727,0.2782913789262642,0.5276106007813325,0.8379182156133829,-1.6100371747211897,0.5274560035642682,0.4848518601024727
ECL,0.6623486341875529,0.16164460715291468,0.3178294573643411,0.14908256880733944,-0.8425076452599388,0.5085891298225852,0.6623486341875529
EIX,0.6825929752066116,0.22042871900826447,0.47774979009235935,0.13324538258575197,-1.5664028144239226,0.46138946280991733,0.6825929752066116
EW,0.6751687921980495,0.24651162790697675,3.0482374768089056,6.752988047808765,3.900398406374502,0.0808702175543886,0.6751687921980495
EA,0.8747632077457378,0.07030098926541781,0.10378472438008825,0.06382806819099944,-2.223963803829684,0.6773731845927173,0.8747632077457378
EMR,1.3440860215053763,0.7254313578394599,-37.675324675324674,0.24011713030746706,-0.2840409956076135,-0.019254813703425855,1.3440860215053763
ENPH,0.27292299898682876,0.3213441404930767,1.4864284319468855,4.817934782608695,4.876358695652174,0.21618541033434652,0.27292299898682876
ETR,0.3549600376116596,0.15076006895470928,3.4855072463768115,41.663716814159294,36.150442477876105,0.043253408556652564,0.3549600376116596
EOG,0.9387583892617449,0.26915548098434006,0.506578947368421,0.8,-0.8826589595375722,0.5313199105145414,0.9387583892617449
EFX,1.426467878170396,0.2811965927337947,0.5802932062599276,0.6993366407670478,-0.06485902638575523,0.4845767444808579,1.426467878170396
JNJ,0.6941089267598367,0.8556571283147413,1.4584182201094846,0.08804884446716349,-1.5976351260458985,0.5867021657549687,0.6941089267598367
MKC,0.6994198694706308,0.1892675852066715,0.30760164997053624,0.3312368972746331,-1.0534591194968554,0.6153009427121102,0.6994198694706308
MCD,0.7117254792998055,0.1537232564601278,1.3204057279236276,11.529527559055119,6.456692913385827,0.11642122811892193,0.7117254792998055
MCK,0.32079601455600165,0.0722831706301782,0.7865313702796544,26.54380798467708,22.405590471060034,0.09190119219844672,0.32079601455600165
MRK,0.6807670614777214,0.7112239142695995,2.478102189781022,2.779383195726081,0.35988343856240895,0.2870034646684393,0.6807670614777214
NEE,0.3362979433018344,0.08949416342412451,3.45,12.35191637630662,11.344947735191637,0.02594033722438392,0.3362979433018344
