ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,37987000000,14277000000,13000000,1076000000,4034000000,4911000000,24151000000,8866000000,16048000000,13449000000,2936000000,10513000000,1290000000,177000000,1076000000,266000000,1395000000,26365000000,7687000000,1945000000,550000000,1853000000,1853000000,20297000000,None,13198000000,13000000,12096000000,13198000000,2709000000,2962000000,11563000000,25887000000,39115000000,9000000,594884237,1860000000,None,None,767000000,-399000000,349000000,459000000,-350000000,-49000000,525000000,-2732000000,1044000000,518000000,504000000,504000000,None,699000000,699000000,None,None,None,None,-352000000,152000000,525000000,50000000,523000000,3896000000,7990000000,4094000000,4080000000,1789000000,1755000000,443000000,3057000000,None,-166000000,None,166000000,-96000000,-305000000,None,76000000,1670000000,1147000000,96000000,3814000000,410000000,1836000000,1912000000,2018-01-25,2.1,2.031,0.069,3.3973
AOS,USD,3197400000,1766900000,346600000,820000000,297000000,592700000,1430500000,528900000,531200000,825400000,308700000,516700000,473400000,None,473400000,57200000,76200000,1552500000,793800000,535000000,None,7500000,7500000,760000000,None,410400000,7500000,402900000,410400000,246000000,209800000,1644900000,626500000,1788700000,164500000,171855459,176200000,-30000000,None,None,None,18200000,27800000,None,-37500000,323800000,-46600000,-104900000,0,35800000,35800000,None,24100000,24100000,None,None,-39300000,None,-35800000,None,24700000,None,22700000,322300000,768600000,641500000,446300000,155700000,184500000,86400000,283100000,None,-2900000,None,2900000,768600000,5900000,None,18200000,140800000,118100000,2900000,323800000,45600000,143700000,161900000,2018-01-30,0.6,0.5627,0.0373,6.6288
ABT,USD,76250000000,20147000000,9407000000,9610000000,3601000000,5249000000,54278000000,7607000000,7658000000,45493000000,21473000000,24020000000,235000000,883000000,203000000,1667000000,176000000,119000000000,8912000000,2402000000,198000000,714000000,206000000,38409000000,None,27210000000,508000000,27210000000,27924000000,5487000000,9030000000,30897000000,10225000000,23978000000,23206000000,1748070000,1640000000,None,None,None,-281000000,848000000,345000000,38000000,-210000000,-828000000,-3152000000,-112000000,390000000,11000000,721000000,None,464000000,464000000,None,None,0,None,-646000000,None,-1605000000,19000000,-828000000,3747000000,7589000000,6285000000,3282000000,651000000,2477000000,638000000,3635000000,35000000,-246000000,None,246000000,7589000000,134000000,283000000,560000000,610000000,1438000000,246000000,-864000000,-774000000,856000000,1416000000,2018-01-24,0.74,0.7315,0.0085,1.162
ABBV,USD,70786000000,21223000000,9303000000,9789000000,1605000000,2042000000,49563000000,2803000000,5268000000,43344000000,27559000000,15785000000,2528000000,2090000000,486000000,4741000000,1326000000,65689000000,16641000000,1474000000,None,6415000000,400000000,46558000000,None,30953000000,6015000000,None,400000000,8752000000,1241000000,5097000000,11923000000,5459000000,18000000,1596000000,2584000000,None,None,-19000000,112000000,369000000,182000000,228000000,-212000000,5459000000,201000000,-1928000000,-401000000,505000000,505000000,None,1030000000,1030000000,None,None,0,None,-465000000,None,857000000,0,52000000,5458000000,7739000000,2281000000,2281000000,1782000000,1956000000,1714000000,4339000000,47000000,-299000000,None,299000000,-320000000,-17000000,101000000,268000000,1193000000,1141000000,299000000,5459000000,-62000000,1492000000,1760000000,2018-01-26,1.48,1.4276,0.0524,3.6705
ABMD,USD,719602000,422198000,50502000,301253000,46891000,64862000,346889000,107977000,24629000,51055000,16241000,34814000,312836000,49485000,250751000,9192000,13686000,87120000,75353000,21991000,11797000,None,None,11767000,None,None,None,None,None,11797000,466000,632482000,66622000,103610000,443000,44271905,56696000,3200000,None,3498000,14293000,2780000,26493000,7518000,6611000,13446000,-51714000,1606000,None,0,0,None,None,None,None,None,None,None,2369000,None,5966000,-622000,13446000,129028000,154022000,24994000,24994000,44766000,66556000,17706000,84262000,969000,None,None,None,154022000,-81000,2780000,2780000,45654000,32208000,None,13446000,14602000,44766000,48434000,2018-02-01,0.7,0.502,0.198,39.4422
ACN,USD,22974153000,12303841000,3681711000,3682393000,None,4981084000,10670312000,1158960000,1964127000,5770683000,692179000,5078504000,199439000,227189000,682000,1163493000,1189653000,13872023000,9863026000,1316930000,3182899000,2979000,2979000,3217690000,None,22226000,2979000,None,24979000,411047000,358837000,9102130000,2046811000,7339188000,71000,615835525,1005838000,310715000,None,155406000,778920000,232633000,133352000,587222000,None,1139409000,-258959000,-1179020000,0,563138000,563138000,None,853614000,853614000,None,None,None,None,-323408000,None,-445149000,-13008000,1123660000,3064153000,9884313000,6820160000,6820160000,1498176000,1566380000,None,1611008000,11436000,-4707000,None,4707000,-9534000,-10781000,106151000,44628000,1429242000,305582000,4707000,1188542000,1085291000,1433949000,1478577000,2017-12-21,1.79,1.6659,0.1241,7.4494
ATVI,USD,18668000000,6520000000,4713000000,4713000000,46000000,918000000,11603000000,294000000,685000000,10869000000,1106000000,9763000000,None,None,62000000,843000000,440000000,9206000000,3663000000,323000000,1929000000,None,4390000000,5995000000,None,4390000000,4390000000,4390000000,4390000000,1929000000,1132000000,9462000000,5563000000,4916000000,0,757000000,1158000000,None,None,1464000000,28000000,318000000,69000000,25000000,-24000000,221000000,-44000000,16000000,None,0,0,None,0,0,None,None,0,None,28000000,None,1137000000,4000000,-584000000,1240000000,2043000000,803000000,24000000,221000000,700000000,319000000,1237000000,None,-40000000,None,40000000,2043000000,-37000000,None,218000000,185000000,769000000,52000000,221000000,221000000,221000000,443000000,2018-02-08,0.94,0.9277,0.0123,1.3259
ADM,USD,39956000000,19918000000,804000000,804000000,8770000000,None,20038000000,10138000000,-14655000000,1544000000,1544000000,2374000000,None,9900000000,4826000000,3175000000,802000000,21641000000,12563000000,None,None,None,870000000,9071000000,None,6623000000,13000000,None,7493000000,2826000000,1342000000,18366000000,-5500000000,17552000000,2398000000,565000000,-2717000000,None,None,1283000000,1782000000,240000000,353000000,33000000,840000000,792000000,2820000000,-39000000,127000000,74000000,74000000,None,186000000,186000000,None,None,23000000,None,-74000000,None,939000000,None,788000000,942000000,16070000000,15128000000,15131000000,939000000,459000000,129000000,813000000,31000000,-84000000,None,84000000,637000000,3000000,None,240000000,539000000,-249000000,84000000,939000000,994000000,623000000,863000000,2018-02-06,0.82,0.7075,0.1125,15.9011
ADBE,USD,14535556000,7247813000,2306000000,5819774000,None,1217968000,7287743000,936976000,1266518000,6207219000,385658000,5821561000,None,None,3513702000,210071000,143548000,6075687000,3527457000,113538000,2494542000,None,1882479000,666809000,None,1881421000,1882479000,None,1881421000,2405950000,125188000,8459000000,6084436000,9573870000,61000,491262000,833220000,9661000,None,-130805000,217418000,81234000,37684000,213634000,None,643012000,20366000,-319509000,None,300000000,300000000,None,None,None,None,None,None,None,-299331000,669000,531522000,-2555000,501549000,1735723000,2006595000,270872000,-663519000,649340000,743671000,324026000,1086383000,19516000,-19116000,None,19116000,-9085000,11000,None,194200000,643012000,141463000,19116000,643012000,488358000,662128000,856328000,,,,,
ADBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-14,1.26,1.1569,0.1031,8.9117
