ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,35237000000,13656000000,2831000000,586000000,3975000000,5156000000,21598000000,8658000000,16001000000,11396000000,2175000000,9221000000,742000000,156000000,586000000,1108000000,1266000000,23035000000,6598000000,1824000000,None,835000000,835000000,16437000000,None,10828000000,1000000,10828000000,11663000000,2709000000,1861000000,12146000000,25706000000,39454000000,9000000,597600000,1750000000,None,None,27000000,272000000,377000000,325000000,183000000,89000000,1433000000,-781000000,-843000000,173000000,380000000,380000000,None,701000000,701000000,None,None,None,None,-294000000,86000000,1433000000,51000000,1429000000,4113000000,8172000000,4059000000,4045000000,2008000000,1637000000,463000000,1674000000,13000000,-57000000,None,57000000,-34000000,13000000,None,51000000,1993000000,564000000,57000000,1433000000,1505000000,2050000000,2101000000,2017-10-24,2.33,2.2113,0.1187,5.3679
AOS,USD,3104600000,1698100000,321900000,767900000,292100000,587100000,1406500000,501700000,515700000,828600000,312300000,516300000,None,None,446000000,51000000,76200000,1438700000,731700000,500100000,None,7500000,7500000,707000000,None,442200000,7500000,442200000,449700000,224100000,198800000,1665900000,587100000,1794000000,164500000,172446529,77000000,30000000,None,None,None,17600000,30100000,None,None,93700000,-75300000,13600000,0,37100000,37100000,None,24200000,24200000,None,None,74500000,None,-37100000,None,15300000,None,93700000,305000000,747400000,619000000,444900000,144000000,176800000,None,175800000,None,-2500000,None,2500000,749900000,5900000,None,17600000,131600000,37900000,2500000,93700000,112000000,134100000,151700000,2017-10-25,0.54,0.5318,0.0082,1.5419
ABT,USD,72248000000,21377000000,11012000000,11199000000,3483000000,4800000000,49306000000,7219000000,7479000000,40644000000,18578000000,22066000000,None,1386000000,187000000,1895000000,57000000,40216000000,7935000000,1858000000,None,715000000,211000000,23310000000,None,24318000000,504000000,23310000000,24529000000,5182000000,None,32032000000,10290000000,25320000000,23118000000,1743757000,2005000000,None,None,None,-53000000,756000000,263000000,113000000,-166000000,603000000,-306000000,-386000000,5000000,8000000,8000000,None,463000000,463000000,None,None,0,None,81000000,None,1337000000,24000000,603000000,3452000000,6617000000,4956000000,2876000000,769000000,2115000000,562000000,2661000000,36000000,-218000000,None,218000000,6000000,33000000,255000000,501000000,668000000,65000000,218000000,561000000,737000000,886000000,1387000000,2017-10-18,0.66,0.6531,0.0069,1.0565
ABBV,USD,68840000000,18930000000,8446000000,9554000000,1785000000,4891000000,49910000000,2697000000,5197000000,43915000000,28167000000,15748000000,2532000000,1971000000,1108000000,2700000000,1327000000,62153000000,13033000000,None,None,3821000000,800000000,42973000000,None,33974000000,3021000000,None,800000000,197000000,8999000000,6687000000,11419000000,6547000000,18000000,1597000000,3271000000,None,None,974000000,10000000,379000000,126000000,-4000000,120000000,1631000000,-109000000,-810000000,400000000,5000000,5000000,None,1026000000,1026000000,None,None,0,None,60000000,None,2358000000,6000000,1631000000,5379000000,6995000000,1616000000,1616000000,2694000000,1457000000,1222000000,2949000000,41000000,-293000000,None,293000000,-9000000,-338000000,111000000,268000000,2095000000,464000000,293000000,1631000000,1566000000,2388000000,2656000000,2017-10-27,1.41,1.3863,0.0237,1.7096
ABMD,USD,694653000,370170000,44536000,263197000,40632000,57327000,380437000,97697000,26235000,50348000,16016000,34332000,287215000,55954000,218661000,9014000,13686000,89767000,63358000,16667000,10584000,851000,851000,26409000,15110000,15110000,851000,None,15961000,10584000,598000,604886000,65999000,90164000,442000,44200784,43157000,4500000,None,5561000,7634000,2857000,7871000,3619000,4061000,24503000,-43385000,1140000,None,0,0,None,None,None,None,None,None,None,2765000,None,566000,-346000,24503000,111196000,132823000,21627000,21627000,31726000,60080000,19390000,79470000,781000,None,None,None,132823000,-23000,2857000,2857000,32484000,7981000,None,24503000,27209000,31726000,35341000,2017-10-26,0.44,0.382,0.058,15.1832
ACN,USD,22689890000,12097289000,4126860000,4129871000,None,4569214000,10592601000,1140598000,1912146000,5712734000,710382000,5002352000,189066000,211610000,3011000,1082161000,1226331000,13740413000,9824279000,1525065000,3332768000,2907000,25070000,3155411000,None,0,2907000,None,25070000,857938000,349363000,8949477000,1649090000,7081855000,71000,617515125,1941882000,484436000,None,341809000,-87512000,232069000,191146000,-164892000,None,983174000,-652394000,-592564000,0,656846000,656846000,None,0,0,None,None,None,None,-581721000,None,744652000,47728000,932453000,2886673000,9640906000,6754233000,6754233000,1296562000,1590111000,704317000,2331840000,12366000,-4908000,None,4908000,128874000,-64874000,107010000,41267000,1241280000,308827000,4908000,983174000,1173192000,1246188000,1287455000,2017-09-28,1.48,1.4631,0.0169,1.1551
ATVI,USD,17718000000,5386000000,3576000000,3576000000,94000000,888000000,11779000000,254000000,None,11056000000,1292000000,9764000000,None,None,None,451000000,469000000,7751000000,2389000000,313000000,1373000000,None,4388000000,5322000000,None,4388000000,4388000000,4388000000,4388000000,1373000000,934000000,9967000000,5563000000,5501000000,0,755000000,379000000,None,None,614000000,620000000,190000000,34000000,525000000,44000000,188000000,-115000000,12000000,None,0,0,None,0,0,None,None,0,None,20000000,None,298000000,22000000,188000000,1066000000,1618000000,552000000,2000000,257000000,536000000,273000000,997000000,None,-39000000,None,39000000,1618000000,-37000000,None,220000000,220000000,32000000,39000000,188000000,186000000,257000000,479000000,2017-11-02,0.6,0.4941,0.1059,21.4329
ADM,USD,38969000000,19140000000,518000000,779000000,8326000000,1911000000,20036000000,9956000000,14509000000,3939000000,3939000000,None,5883000000,5179000000,261000000,3084000000,755000000,29950000000,11873000000,3449000000,None,741000000,728000000,9466000000,None,6595000000,13000000,6595000000,728000000,2548000000,1117000000,17570000000,None,17023000000,2390000000,566000000,-1169000000,None,None,554000000,313000000,232000000,244000000,172000000,426000000,195000000,1123000000,-50000000,363000000,165000000,165000000,None,180000000,180000000,None,None,492000000,None,-165000000,None,195000000,None,192000000,812000000,14827000000,14015000000,14015000000,227000000,478000000,None,585000000,27000000,-79000000,None,79000000,119000000,0,None,232000000,222000000,30000000,90000000,195000000,490000000,301000000,533000000,2017-10-31,0.45,0.553,-0.103,-18.6257
ADBE,USD,13906815000,6581057000,1774550000,5368486000,None,None,7326000000,939809000,None,421000000,421000000,5820656000,None,None,3593936000,206384000,144626000,5736381000,3216144000,90327000,None,None,1889218000,2520000000,None,1889218000,1889218000,None,1889000000,2136771000,113632000,8170434000,5791809000,9072321000,61000,492874000,704436000,25811000,None,174868000,88755000,82319000,54238000,105814000,None,541379000,-36814000,-218299000,None,300000000,300000000,None,None,None,None,None,None,None,-195148000,104852000,457600000,8277000,419569000,1578152000,1841074000,262922000,262922000,545674000,697495000,315555000,1032478000,17180000,-18809000,None,18809000,-4140000,11000,None,39100000,541379000,121810000,18809000,541379000,467691000,560188000,599288000,2017-09-19,1.1,1.0073,0.0927,9.2028
ADP,USD,35661100000,31002600000,2363600000,2476800000,None,1788700000,24334800000,800400000,None,2444600000,687300000,1757300000,2503600000,26800000,113200000,1164100000,1386200000,31707700000,28286600000,112600000,387500000,7800000,0,3421100000,None,4021600000,7800000,2002100000,4021600000,25956500000,835500000,3953400000,11508100000,14872400000,63900000,444000000,244700000,52000000,None,-19900000,341200000,87200000,143000000,81700000,None,401500000,-292600000,-2064700000,0,250100000,250100000,None,253700000,253700000,None,None,None,None,-250100000,None,-2098400000,14200000,412600000,1225700000,3077200000,1851500000,1851500000,-1808600000,675400000,158200000,2309300000,25800000,-28000000,None,28000000,3077200000,26200000,None,46600000,564900000,152300000,28000000,401500000,457500000,592900000,639500000,2017-11-02,0.91,0.8488,0.0612,7.2102
