ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,47072000000,15403000000,4564000000,4564000000,4985000000,4660000000,23999000000,10287000000,None,18774000000,5288000000,13486000000,435000000,129000000,201000000,339000000,2608000000,31955000000,9035000000,2994000000,529000000,1307000000,9000000,24795000000,93000000,17347000000,1291000000,16056000000,17356000000,3191000000,3403000000,15046000000,30463000000,45821000000,9000000,571845478,2005000000,None,None,-25000000,-122000000,507000000,556000000,-202000000,80000000,1340000000,115000000,-2412000000,-6000000,938000000,938000000,None,848000000,848000000,None,None,None,None,-865000000,73000000,-292000000,None,1339000000,3914000000,8612000000,4698000000,4698000000,1616000000,1824000000,474000000,3213000000,None,-118000000,8000000,118000000,35344000000,-49000000,None,146000000,1566000000,227000000,118000000,1337000000,2209000000,1684000000,1830000000,2022-01-25,2.31,2.01,0.3,14.9254
AOS,USD,3474400000,1752600000,443300000,631400000,447700000,634400000,1721800000,606700000,736500000,992600000,364800000,627800000,188100000,None,188100000,39100000,90000000,1642200000,1118800000,745900000,155200000,6800000,6800000,523400000,22300000,196700000,6800000,189900000,196700000,366100000,181800000,1832200000,1503400000,2826600000,295200000,158695692,264300000,None,None,None,None,19900000,29800000,None,-109500000,139600000,-214600000,-92500000,None,154500000,154500000,None,44700000,44700000,None,None,0,None,-154500000,None,-42800000,None,139600000,360600000,994100000,831400000,634900000,197300000,184200000,None,290700000,None,-1400000,None,1400000,995500000,6800000,None,19900000,181800000,42200000,1400000,139600000,117500000,183200000,203100000,2022-01-27,0.87,0.77,0.1,12.987
ABT,USD,75196000000,24239000000,9799000000,10249000000,5157000000,6487000000,46976000000,8959000000,10405000000,35970000000,12739000000,23231000000,256000000,816000000,450000000,8833000000,None,39394000000,13105000000,4408000000,520000000,754000000,0,20990000000,956000000,18050000000,754000000,17296000000,18050000000,8697000000,3685000000,35802000000,11822000000,31528000000,24470000000,1769390000,3067000000,-159000000,None,None,486000000,883000000,614000000,189000000,-15000000,1989000000,-671000000,-1886000000,-197000000,974000000,974000000,None,798000000,798000000,None,None,0,None,-892000000,None,510000000,None,1989000000,2960000000,11343000000,8383000000,4766000000,2378000000,3048000000,762000000,4389000000,11000000,-131000000,-114000000,131000000,11474000000,63000000,369000000,514000000,2327000000,338000000,131000000,1989000000,2855000000,2458000000,2972000000,2022-01-26,1.32,1.21,0.11,9.0909
ABBV,USD,146529000000,27928000000,9746000000,9830000000,3128000000,9977000000,119396000000,5110000000,5617000000,108330000000,75951000000,32379000000,None,277000000,84000000,4993000000,4884000000,131121000000,35194000000,2882000000,None,12495000000,14000000,119343000000,25000000,75962000000,12472000000,None,75976000000,35180000000,28701000000,15408000000,3143000000,3127000000,18000000,1773000000,5075000000,None,None,174000000,596000000,1961000000,187000000,749000000,112000000,4045000000,-1145000000,-6338000000,0,131000000,131000000,None,2314000000,2314000000,None,None,0,None,-56000000,None,10566000000,-28000000,4044000000,10566000000,14886000000,4320000000,4320000000,5074000000,3260000000,2232000000,7280000000,9000000,-580000000,9000000,580000000,56181000000,-216000000,173000000,1788000000,4270000000,226000000,580000000,10566000000,4301000000,4850000000,6638000000,2022-02-02,3.31,3.29,0.02,0.6079
ABMD,USD,1592877000,885006000,144255000,144255000,90199000,88952000,496634000,196880000,98933000,160056000,82656000,77400000,58619000,374174000,524966000,36634000,126949000,159939000,126796000,32066000,24867000,None,None,39590000,None,None,None,None,None,3195000,10805000,1432938000,304425000,904187000,455000,45516000,90487000,300000,None,4668000,-748000,933000,6478000,-218000,7896000,45752000,-180021000,-6161000,None,0,0,None,None,None,None,None,None,None,440000,None,57835000,-1932000,45752000,105931000,261176000,155245000,47627000,64566000,107618000,40869000,148487000,891000,None,None,None,261176000,-7580000,None,6926000,57877000,12125000,None,45752000,39819000,64566000,71492000,2022-02-03,1.13,0.95,0.18,18.9474
ACN,USD,43674743000,18621652000,5637117000,5644085000,None,10032721000,25053091000,1654065000,2466716000,14341352000,1945448000,12395904000,287019000,325714000,6968000,1857166000,2690227000,23321544000,15232007000,2210163000,4707707000,9089000,738285000,7504078000,3412305000,55884000,9089000,None,794169000,663246000,562928000,20353199000,4079625000,15110688000,72000,632280932,530871000,387161000,None,-329340000,1604908000,243417000,181671000,1354195000,None,4225862000,-1912581000,-1069460000,0,845366000,845366000,None,613208000,613208000,None,None,None,None,-436236000,None,-2451170000,None,1791024000,2329670000,14965153000,12635483000,10048364000,2434294000,2482495000,None,2587119000,6050000,-11183000,-5133000,11183000,-23479000,-23029000,138793000,104624000,2377426000,586402000,11183000,1819730000,1503285000,2388609000,2493233000,2021-12-16,2.78,2.6279,0.1521,5.7879
ATVI,USD,25056000000,12556000000,10423000000,10423000000,None,972000000,12526000000,169000000,856000000,10246000000,447000000,9799000000,None,None,None,712000000,497000000,7457000000,2411000000,285000000,2218000000,None,None,5258000000,None,3608000000,None,3608000000,3608000000,1008000000,932000000,17599000000,5563000000,12025000000,0,777000000,661000000,None,None,171000000,417000000,108000000,21000000,391000000,None,564000000,42000000,12000000,None,None,None,None,365000000,365000000,None,None,None,None,12000000,None,702000000,-13000000,564000000,1605000000,2136000000,531000000,274000000,681000000,472000000,321000000,852000000,None,-27000000,None,27000000,2163000000,-43000000,None,28000000,638000000,74000000,27000000,564000000,573000000,681000000,693000000,2022-02-03,1.25,1.31,-0.06,-4.5802
ADM,USD,56136000000,31909000000,943000000,943000000,14481000000,3343000000,24227000000,9803000000,16420000000,6747000000,2565000000,4182000000,5285000000,5285000000,8016000000,5158000000,1369000000,40295000000,21948000000,6388000000,581000000,1528000000,958000000,11421000000,1042000000,8581000000,570000000,8011000000,9539000000,4790000000,1233000000,22177000000,300000000,21655000000,2994000000,564000000,742000000,None,None,2736000000,2251000000,257000000,455000000,-482000000,3244000000,797000000,-1382000000,436000000,641000000,0,0,None,208000000,208000000,None,None,-1000000,None,0,None,-204000000,None,782000000,1650000000,23090000000,21440000000,21440000000,441000000,786000000,None,1209000000,None,-77000000,13000000,77000000,-62467000000,130000000,None,257000000,996000000,214000000,77000000,797000000,686000000,1073000000,1330000000,2022-01-25,1.5,1.37,0.13,9.4891
ADBE,USD,27241000000,8669000000,3844000000,5798000000,None,1880000000,18997000000,1673000000,1451000000,14507000000,1839000000,12668000000,1954000000,None,1954000000,993000000,883000000,12444000000,6932000000,312000000,9758000000,None,97000000,5512000000,550000000,4123000000,None,None,4123000000,1790000000,252000000,14797000000,17399000000,23905000000,0,475000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1233000000,3603000000,4110000000,507000000,507000000,1501000000,274000000,657000000,2102000000,None,-28000000,None,28000000,None,-1000000,None,205000000,1468000000,235000000,None,1233000000,1227000000,1496000000,1701000000,,,,,
ADBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-16,3.2,3.1989,0.0011,0.0344
