ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,46212000000,15090000000,4253000000,224000000,4217000000,4821000000,31156000000,9165000000,16835000000,19503000000,6191000000,13312000000,258000000,34000000,224000000,971000000,1605000000,36003000000,9134000000,2207000000,422000000,244000000,3248000000,26869000000,847000000,21072000000,244000000,19247000000,21072000000,2776000000,3225000000,10147000000,29817000000,42345000000,9000000,575196371,1213000000,None,None,80000000,350000000,440000000,332000000,143000000,207000000,1310000000,-375000000,1108000000,462000000,365000000,365000000,None,847000000,847000000,None,None,None,None,-216000000,149000000,1900000000,-46000000,1308000000,3966000000,8075000000,4109000000,4109000000,1663000000,1768000000,537000000,1900000000,None,-123000000,10000000,123000000,8076000000,-96000000,None,134000000,1586000000,278000000,123000000,1294000000,1022000000,1709000000,1843000000,2020-04-28,2.16,2.0129,0.1471,7.3079
AOS,USD,2983000000,1442500000,416100000,551700000,312300000,524000000,1540500000,537300000,622200000,875700000,333100000,542600000,135600000,None,135600000,54500000,82600000,1366700000,699100000,442000000,65200000,18300000,6800000,667600000,37300000,335600000,6800000,335600000,342400000,46700000,273900000,1616300000,1168900000,2336100000,164500000,161871788,54100000,None,None,None,None,20100000,12800000,None,2900000,51700000,26400000,-38400000,0,56700000,56700000,None,39000000,39000000,None,None,58500000,None,-56700000,None,42100000,None,51700000,239500000,634700000,571200000,397400000,84900000,173800000,None,173800000,None,-2200000,None,2200000,636900000,4200000,None,20100000,67700000,16000000,2200000,51700000,37600000,69900000,90000000,2020-05-05,0.32,0.35,-0.03,-8.5714
ABT,USD,66777000000,15498000000,3377000000,3668000000,4568000000,5292000000,47889000000,7907000000,8800000000,39192000000,16265000000,22927000000,275000000,790000000,291000000,1970000000,51214000000,36559000000,10808000000,3181000000,305000000,1468000000,204000000,16804000000,None,19332000000,1264000000,16804000000,19536000000,991000000,None,30218000000,9913000000,25786000000,23731000000,1768901000,715000000,125000000,None,None,541000000,828000000,360000000,104000000,437000000,564000000,-393000000,-735000000,51000000,236000000,236000000,None,638000000,638000000,None,None,0,None,-147000000,None,-413000000,None,564000000,1192000000,7582000000,6390000000,3281000000,758000000,2548000000,578000000,3708000000,18000000,-139000000,18000000,139000000,7721000000,1000000,267000000,561000000,653000000,89000000,139000000,544000000,-357000000,792000000,1353000000,2020-04-16,0.65,0.606,0.044,7.2607
ABBV,USD,91199000000,51758000000,41142000000,41142000000,1844000000,6362000000,39441000000,2961000000,5289000000,33764000000,18203000000,15561000000,None,78000000,None,2410000000,2638000000,98733000000,16471000000,None,None,3762000000,6000000,82143000000,None,63284000000,3756000000,None,6000000,458000000,17900000000,-7415000000,25110000000,5973000000,18000000,1481000000,3815000000,None,None,1065000000,1151000000,559000000,125000000,1025000000,107000000,3010000000,-129000000,-2422000000,0,643000000,643000000,None,1763000000,1763000000,None,None,0,None,-631000000,None,1218000000,-46000000,3010000000,4521000000,8619000000,4098000000,1942000000,3603000000,1695000000,1379000000,3535000000,135000000,-563000000,135000000,563000000,-5000000,-72000000,115000000,444000000,3098000000,88000000,563000000,3010000000,2909000000,3661000000,4105000000,2020-05-01,2.42,2.2477,0.1723,7.6656
ABMD,USD,1216462000,635863000,192341000,192341000,90088000,84650000,549054000,164931000,58281000,46913000,14913000,31969000,38741000,207795000,250775000,18009000,117655000,150996000,131885000,32774000,19100000,3671000,None,26854000,None,None,3671000,None,None,4857000,9305000,1065466000,265411000,602482000,451000,45008687,86593000,-11594000,None,1770000,-14825000,20047000,10546000,-15884000,-24000,31798000,9961000,-21765000,None,25003000,25003000,None,None,None,None,None,None,None,-21685000,None,31798000,-418000,31798000,167289000,206658000,39369000,39369000,58052000,83892000,25346000,109237000,3101000,None,-14498500,None,206658000,-21840000,None,6003000,39313000,7515000,None,31798000,37604000,58052000,64055000,2020-04-30,0.98,0.962,0.018,1.8711
ACN,USD,33503430000,15405293000,5436456000,5440099000,None,7785957000,18098137000,1425432000,2191823000,7606811000,908121000,6698690000,140169000,284261000,3643000,1447245000,1506327000,18028841000,11177575000,1526135000,4223647000,6697000,744478000,6405049000,3390329000,13183000,737781000,None,757661000,840243000,265616000,15474589000,2571256000,11867507000,72000,637485626,1530641000,686335000,None,-925075000,170797000,442116000,165370000,-116165000,None,1250550000,-597289000,-1289276000,0,970056000,970056000,None,511238000,511238000,None,None,None,None,-770056000,None,-374081000,-18157000,1234740000,3359171000,11141505000,7782334000,7782334000,1488945000,1870226000,None,1926025000,21386000,-8567000,21386000,8567000,-1461000,7792000,122592000,55799000,1492214000,257474000,8567000,1252082000,1212451000,1500781000,1556580000,2020-03-19,1.91,1.7296,0.1804,10.4302
ATVI,USD,19604000000,7119000000,5906000000,5906000000,None,590000000,12395000000,236000000,None,10261000000,498000000,9763000000,None,None,None,330000000,664000000,6583000000,2560000000,158000000,2164000000,None,None,4023000000,None,2675000000,None,2675000000,2675000000,1064000000,890000000,13021000000,5563000000,7999000000,0,769000000,148000000,8000000,None,-719000000,-238000000,33000000,19000000,-249000000,None,505000000,-28000000,7000000,None,0,0,None,316000000,316000000,None,None,0,None,26000000,None,127000000,None,505000000,1270000000,1765000000,495000000,505000000,612000000,410000000,238000000,733000000,None,-23000000,16000000,23000000,1788000000,-8000000,None,62000000,604000000,99000000,23000000,505000000,496000000,612000000,689000000,2020-05-05,0.58,0.3784,0.2016,53.277
ADM,USD,48395000000,26146000000,4734000000,4734000000,8830000000,2437000000,23214000000,9883000000,15926000000,5194000000,5194000000,None,6469000000,5143000000,None,5047000000,2029000000,36672000000,17317000000,3440000000,512000000,4108000000,3382000000,12031000000,218000000,8613000000,508000000,8613000000,3382000000,4209000000,2071000000,18952000000,None,19026000000,2690000000,563000000,-655000000,70000000,None,1039000000,2550000000,245000000,194000000,2296000000,-182000000,391000000,1853000000,3342000000,2188000000,112000000,112000000,None,203000000,203000000,None,None,1481000000,None,-112000000,None,4540000000,None,391000000,951000000,14970000000,14019000000,14019000000,246000000,664000000,None,705000000,None,-83000000,40000000,83000000,14970000000,32000000,None,245000000,375000000,-16000000,83000000,391000000,32000000,458000000,703000000,2020-04-29,0.64,0.5574,0.0826,14.8188
ADBE,USD,21214000000,6455000000,2688000000,4171000000,None,1390000000,14759000000,1340000000,None,12317000000,1626000000,10691000000,1483000000,None,1483000000,895000000,598000000,10749000000,5228000000,265000000,3610000000,0,84000000,1360000000,598000000,4113000000,84000000,None,4113000000,3573000000,191000000,10465000000,11401000000,15390000000,0,483000000,1325000000,62000000,None,-33000000,52000000,188000000,94000000,-145000000,None,955000000,-48000000,-1233000000,None,850000000,850000000,None,None,None,None,None,3144000000,None,-762000000,88000000,38000000,-6000000,955000000,2639000000,3091000000,452000000,54000000,937000000,1128000000,532000000,1702000000,19000000,-33000000,19000000,33000000,-1000000,18000000,None,96000000,919000000,-36000000,33000000,955000000,954000000,952000000,1048000000,2020-03-12,2.27,2.2264,0.0436,1.9583
ADP,USD,43383400000,35708700000,1705000000,1708200000,None,2620600000,5271700000,743100000,None,3406000000,1106700000,2299300000,1708200000,0,3200000,545500000,579900000,37892700000,34672800000,115500000,1128500000,1001800000,1001800000,3219900000,361200000,2168200000,98200000,1002800000,4013300000,30574800000,745600000,5490700000,14070400000,18416500000,63900000,429800000,1118700000,144300000,None,99900000,239700000,120600000,131900000,82800000,None,820900000,603500000,-6489100000,0,391200000,391200000,None,392900000,392900000,None,None,0,None,-391200000,None,820900000,None,820900000,1808700000,4047800000,2239100000,2239100000,-1720500000,756600000,None,2730700000,12100000,-20000000,12100000,20000000,4047800000,44600000,None,71900000,1076700000,255800000,20000000,820900000,817700000,1096700000,1168600000,2020-04-29,1.92,1.8916,0.0284,1.5014
