ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,48278000000,16426000000,4878000000,4878000000,4950000000,4916000000,31852000000,9323000000,17888000000,19023000000,5426000000,13597000000,885000000,None,855000000,326000000,2666000000,33748000000,9635000000,2862000000,467000000,1972000000,2234000000,24113000000,262000000,18149000000,1972000000,16193000000,18149000000,3242000000,3353000000,14460000000,29673000000,45361000000,9000000,576252803,1874000000,None,None,29000000,166000000,476000000,343000000,-13000000,179000000,1437000000,-389000000,-1299000000,0,527000000,527000000,None,856000000,856000000,None,None,None,None,-441000000,86000000,1437000000,None,1434000000,4089000000,8942000000,4853000000,4853000000,1788000000,1819000000,482000000,1950000000,None,-117000000,-111000000,117000000,-36000000,-27000000,None,131000000,1758000000,324000000,117000000,1433000000,1300000000,1875000000,2006000000,2021-10-26,2.45,2.2084,0.2416,10.94
AOS,USD,3300000000,1738100000,486100000,685200000,357700000,623800000,1561900000,539500000,721000000,867000000,315200000,551800000,199100000,None,199100000,71400000,116100000,1403500000,982600000,649600000,100400000,6800000,6800000,420900000,31400000,0,6800000,99600000,137800000,326200000,192500000,1896500000,1357700000,2731700000,295300000,159188790,180800000,None,None,None,None,19000000,14600000,None,-109500000,131600000,-85300000,-54200000,0,13900000,13900000,None,41500000,41500000,None,None,0,None,-13900000,None,132100000,None,131600000,340300000,913600000,751900000,574300000,178500000,177600000,None,177600000,None,-1000000,None,1000000,914600000,4700000,None,19000000,166400000,34800000,1000000,131600000,133500000,167400000,186400000,2021-10-28,0.82,0.6809,0.1391,20.4288
ABT,USD,73795000000,23492000000,9302000000,9692000000,5261000000,6405000000,46254000000,8831000000,10351000000,36611000000,13312000000,23299000000,269000000,812000000,390000000,8539000000,None,39373000000,12867000000,4017000000,412000000,951000000,197000000,17446000000,None,18954000000,754000000,17446000000,19151000000,7899000000,None,34422000000,10999000000,30376000000,24285000000,1774516000,2701000000,275000000,None,None,323000000,847000000,461000000,394000000,-71000000,2100000000,-651000000,-1377000000,-27000000,579000000,579000000,None,801000000,801000000,None,None,0,None,-509000000,None,4593000000,None,2100000000,3601000000,10791000000,7190000000,4423000000,2546000000,2767000000,672000000,3439000000,10000000,-133000000,-127000000,133000000,10924000000,74000000,327000000,520000000,2493000000,393000000,133000000,2100000000,1926000000,2626000000,3146000000,2021-10-20,1.4,0.9465,0.4535,47.9134
ABBV,USD,148858000000,28957000000,12182000000,12249000000,3094000000,9281000000,119901000000,5130000000,5673000000,109752000000,77456000000,32296000000,None,272000000,67000000,4333000000,4747000000,135308000000,28533000000,None,None,6672000000,16000000,106748000000,None,74049000000,6656000000,None,16000000,21861000000,29097000000,13550000000,3020000000,1600000000,18000000,1770000000,7935000000,None,None,1146000000,-628000000,2123000000,217000000,-590000000,-219000000,3180000000,-615000000,-3643000000,0,6000000,6000000,None,2315000000,2315000000,None,None,1000000000,None,19000000,None,3403000000,-41000000,3179000000,4969000000,14342000000,9373000000,4390000000,4306000000,3083000000,2063000000,7046000000,11000000,-596000000,11000000,596000000,-12000000,-21000000,223000000,1900000000,3687000000,508000000,596000000,3180000000,3126000000,4283000000,6183000000,2021-10-29,3.33,3.2167,0.1133,3.5222
ABMD,USD,1530034000,871487000,241882000,241882000,85986000,89568000,706358000,197184000,93226000,161940000,83774000,78166000,55418000,327493000,408677000,45374000,128181000,145471000,114022000,27621000,24100000,None,None,34751000,None,None,None,None,None,5579000,8303000,1384563000,300158000,858435000,455000,45496563,60572000,6200000,None,-1428000,18825000,850000,7224000,1319000,5903000,56953000,660000,6684000,None,0,0,None,None,None,None,None,None,None,9223000,None,66502000,-1488000,56953000,101477000,248142000,146665000,43886000,60436000,102779000,41041000,143820000,977000,None,None,None,248142000,5858000,None,6966000,67271000,10318000,None,56953000,54608000,60436000,67402000,2021-10-28,1.03,0.9997,0.0303,3.0309
ACN,USD,43175843000,19666511000,8168174000,8172468000,None,8796992000,23509332000,1639105000,2412449000,12836799000,1710938000,11125861000,378093000,329526000,4294000,1765831000,2455412000,23646389000,15708867000,2274057000,4929257000,12080000,65553000,7369862000,3441081000,0,12080000,None,65553000,668583000,553839000,19529454000,3408491000,13988748000,72000,633546144,2436432000,1265356000,None,472001000,260934000,514720000,236295000,159629000,None,3396112000,-2851316000,-1367785000,0,914648000,914648000,None,557930000,557930000,None,None,None,None,-788437000,None,3396112000,None,1416248000,4466216000,13419284000,8953068000,8953068000,1958689000,2507527000,None,3707657000,9722000,-12977000,-3255000,12977000,4000000,-37629000,134141000,81810000,1896630000,480382000,12977000,1437423000,1257508000,1909607000,1991417000,2021-09-23,2.2,2.1851,0.0149,0.6819
ATVI,USD,23977000000,11211000000,9718000000,9718000000,None,585000000,12417000000,171000000,None,10214000000,449000000,9765000000,None,None,None,681000000,632000000,7027000000,2016000000,248000000,1744000000,None,None,5011000000,None,3607000000,None,3607000000,3607000000,924000000,971000000,16950000000,5563000000,11460000000,0,778000000,521000000,None,None,-157000000,15000000,2000000,23000000,-93000000,None,639000000,73000000,-62000000,None,0,0,None,0,0,None,None,0,None,11000000,None,639000000,-19000000,639000000,1651000000,2043000000,392000000,527000000,824000000,387000000,329000000,721000000,None,-27000000,1000000,27000000,2070000000,-65000000,None,27000000,759000000,120000000,27000000,639000000,645000000,824000000,813000000,2021-11-02,0.7229,0.6987,0.0242,3.4636
ADM,USD,52298000000,29290000000,1083000000,1083000000,11169000000,3797000000,23008000000,9848000000,16313000000,5705000000,5705000000,None,6991000000,5148000000,7891000000,5220000000,1302000000,37113000000,18576000000,4617000000,374000000,895000000,314000000,11507000000,1027000000,8620000000,581000000,8039000000,314000000,4121000000,1358000000,21969000000,None,21081000000,2964000000,564000000,2846000000,None,None,1735000000,-239000000,247000000,287000000,350000000,-182000000,533000000,-893000000,-978000000,-974000000,0,0,None,209000000,209000000,None,None,735000000,None,0,None,533000000,None,526000000,1326000000,20340000000,19014000000,19014000000,604000000,720000000,None,722000000,None,-61000000,69000000,61000000,20508000000,-20000000,None,247000000,646000000,120000000,97000000,533000000,571000000,707000000,954000000,2021-10-26,0.97,0.8903,0.0797,8.952
ADBE,USD,26144000000,8619000000,4623000000,6164000000,None,None,17525000000,1629000000,None,1557000000,1557000000,11838000000,None,None,1541000000,910000000,859000000,11730000000,6191000000,331000000,None,None,97000000,5539000000,563000000,4122000000,None,None,4685000000,1520000000,269000000,14414000000,16414000000,22750000000,0,476000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1212000000,3468000000,3935000000,467000000,467000000,1441000000,265000000,651000000,2027000000,None,-27000000,None,27000000,None,-3000000,None,193000000,1418000000,206000000,None,1212000000,1202000000,1445000000,1638000000,,,,,
ADBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21,3.11,3.0163,0.0937,3.1065
