ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,38969000000,14051000000,2849000000,139000000,4300000000,5374000000,24964000000,8998000000,16567000000,13538000000,2964000000,10574000000,185000000,46000000,139000000,440000000,1503000000,28827000000,7265000000,2130000000,603000000,263000000,892000000,21683000000,121000000,15777000000,247000000,14914000000,15777000000,3169000000,3268000000,10083000000,29828000000,41362000000,9000000,577700000,1662000000,None,None,-333000000,-73000000,376000000,421000000,180000000,-253000000,1131000000,-10000000,-1735000000,-13000000,400000000,400000000,None,830000000,830000000,None,None,None,None,-250000000,150000000,1131000000,-6000000,1127000000,3858000000,8171000000,4313000000,4313000000,1702000000,1686000000,470000000,1762000000,None,-111000000,18000000,111000000,8226000000,None,None,76000000,1442000000,315000000,111000000,1131000000,1407000000,1553000000,1629000000,2019-07-25,2.13,2.0718,0.0582,2.8092
AOS,USD,3175600000,1596600000,281600000,577800000,323100000,634800000,1530600000,553900000,584400000,891600000,343700000,547900000,296200000,None,296200000,60900000,85100000,1450500000,730600000,488400000,None,6800000,6800000,680000000,39900000,351800000,6800000,351800000,358600000,43700000,291200000,1725100000,958800000,2220200000,164500000,166825601,122100000,100000,None,None,None,18200000,15600000,None,6300000,102100000,-129800000,-48500000,0,87000000,87000000,None,36900000,36900000,None,None,0,None,-87000000,None,-56200000,None,102100000,308700000,762000000,635400000,456700000,145200000,178700000,None,178700000,None,-3400000,None,3400000,765400000,5600000,None,18200000,132200000,30100000,3400000,102100000,95800000,135600000,153800000,2019-07-30,0.61,0.6267,-0.0167,-2.6648
ABT,USD,68427000000,15195000000,3137000000,3376000000,4352000000,5548000000,50946000000,7825000000,8506000000,41420000000,18091000000,23329000000,325000000,851000000,239000000,179000000,53232000000,36741000000,9062000000,3222000000,297000000,415000000,204000000,19652000000,None,18998000000,8000000,18982000000,19202000000,728000000,None,31686000000,9659000000,25045000000,23665000000,1768904000,1060000000,63000000,None,None,419000000,751000000,468000000,165000000,254000000,1006000000,-498000000,-449000000,27000000,4000000,4000000,None,568000000,568000000,None,None,0,None,113000000,None,943000000,None,1006000000,4217000000,7815000000,5713000000,3279000000,1206000000,2434000000,577000000,3011000000,22000000,-168000000,-142000000,168000000,7983000000,38000000,268000000,483000000,1102000000,96000000,168000000,1006000000,1111000000,1270000000,1753000000,2019-07-17,0.82,0.8021,0.0179,2.2316
ABBV,USD,57142000000,15100000000,5172000000,5416000000,1895000000,5482000000,42042000000,2879000000,5564000000,36101000000,20459000000,15642000000,None,1473000000,244000000,2307000000,1589000000,64751000000,16941000000,None,None,5641000000,306000000,47619000000,None,31597000000,5335000000,None,306000000,444000000,16000000000,-8566000000,24505000000,3384000000,18000000,1480000000,2477000000,None,None,-1381000000,-75000000,502000000,128000000,-220000000,160000000,741000000,-140000000,-2070000000,-193000000,3000000,3000000,None,1592000000,1592000000,None,None,0,None,-2000000,None,275000000,8000000,741000000,6436000000,8255000000,1819000000,1819000000,3400000000,1654000000,1382000000,3443000000,49000000,-358000000,49000000,358000000,-6000000,-2278000000,114000000,388000000,807000000,66000000,358000000,741000000,766000000,1165000000,1553000000,2019-07-26,2.26,2.2057,0.0543,2.4618
ABMD,USD,1125060000,677365000,101048000,101048000,87726000,86206000,447695000,151654000,43168000,48446000,15411000,33035000,122433000,40032000,385624000,16761000,140820000,122467000,100201000,29688000,None,None,None,22266000,None,None,None,None,None,2379000,11502000,1002593000,179386000,488396000,454000,45374278,64628000,15384000,None,-1696000,5855000,-1306000,12250000,-4801000,7239000,88923000,-45937000,-39276000,None,0,0,None,None,None,None,None,None,None,1260000,None,-19973000,612000,88923000,80150000,207666000,127516000,37073000,60725000,86078000,23790000,109868000,3049000,None,42749000,400000,207666000,39364000,None,4365000,103138000,14215000,None,88938000,91857000,60725000,65090000,2019-08-01,1,0.986,0.014,1.4199
ACN,USD,28156360000,14141660000,4769158000,4772496000,None,7544573000,14014700000,1341548000,2074736000,6922659000,843843000,6078816000,131648000,235286000,3338000,1235017000,1431695000,14419036000,10551987000,1562995000,None,4137000,4137000,3461415000,None,19855000,4137000,None,23992000,754266000,425554000,13737324000,3761010000,11709317000,72000,637831341,2123542000,407138000,None,571727000,99857000,221309000,140261000,11797000,None,1266973000,-655165000,-1122062000,0,488453000,488453000,None,931515000,931515000,None,None,None,None,-180277000,None,304269000,-42046000,1249516000,3528298000,11099688000,7571390000,7571390000,1717943000,1810355000,None,1855041000,21402000,-5348000,21402000,5348000,10319000,-29690000,109398000,44686000,1685174000,435658000,5348000,1268649000,1248020000,1690522000,1735208000,2019-06-27,1.93,1.8888,0.0412,2.1813
ATVI,USD,17495000000,5663000000,4592000000,4592000000,46000000,455000000,11376000000,259000000,None,10396000000,633000000,9763000000,None,42000000,78000000,386000000,721000000,5518000000,1639000000,180000000,None,None,None,3859000000,None,2673000000,None,2673000000,2673000000,728000000,1186000000,11977000000,5563000000,7085000000,0,766000000,154000000,20000000,None,-505000000,-227000000,49000000,27000000,-132000000,2000000,328000000,42000000,-298000000,None,0,0,None,283000000,283000000,None,None,0,None,27000000,None,309000000,None,328000000,942000000,1373000000,433000000,433000000,336000000,361000000,244000000,675000000,None,-23000000,19000000,23000000,1396000000,34000000,None,79000000,370000000,42000000,23000000,328000000,322000000,336000000,472000000,2019-08-08,0.38,0.264,0.116,43.9394
ADM,USD,42616000000,19548000000,849000000,853000000,8294000000,2433000000,23905000000,10245000000,15593000000,5545000000,4687000000,858000000,6085000000,5457000000,4000000,3587000000,1821000000,28994000000,12602000000,3067000000,367000000,1900000000,1699000000,10982000000,None,7701000000,12000000,7701000000,1699000000,3128000000,1976000000,18955000000,None,18497000000,2588000000,565000000,-678000000,58000000,None,-287000000,1026000000,248000000,185000000,1740000000,-686000000,238000000,1617000000,-792000000,104000000,94000000,94000000,None,197000000,197000000,None,None,2000000,None,0,None,238000000,None,235000000,972000000,16297000000,15325000000,15325000000,234000000,602000000,None,738000000,46000000,-109000000,46000000,109000000,16221000000,13000000,None,248000000,271000000,36000000,109000000,238000000,347000000,380000000,628000000,2019-08-01,0.6,0.6501,-0.0501,-7.7065
ADBE,USD,19665909000,5342645000,2083000000,3478979000,None,1272668000,14625764000,1205020000,None,12615023000,1917149000,10697874000,1396069000,None,1396069000,590998000,503221000,9734216000,7687097000,169101000,3130000000,3145668000,3145668000,936659000,None,987938000,3145668000,None,987938000,3011552000,165040000,9932000000,9158742000,13183938000,61000,486273000,1110000000,27006000,None,166654000,-26163000,187000000,145760000,-21000000,None,632593000,10000000,-772000000,None,750000000,750000000,None,None,None,None,None,0,None,-748088000,2000000,344135000,-4000000,633000000,2337000000,2744000000,407000000,55400000,750000000,1068261000,475958000,1587000000,16278000,-40577000,-577000,40000000,-13692000,2558000,None,98400000,711000000,78000000,40577000,632593000,639000000,751000000,849400000,2019-06-18,1.83,1.7839,0.0461,2.5842
ADP,USD,41887700000,34342300000,1949200000,1959700000,None,2439300000,5486300000,764200000,1417600000,3394500000,1071500000,2323000000,2221100000,261400000,10500000,509100000,934400000,36487800000,32627700000,125500000,962700000,2500000,0,3343000000,None,4013100000,2500000,2002200000,4013100000,32028700000,798700000,5399900000,13090500000,17500600000,63900000,434200000,732300000,742600000,None,35400000,185500000,109400000,116300000,-52800000,None,633300000,-999800000,-7153100000,0,177100000,177100000,None,343400000,343400000,None,None,None,None,-177100000,None,633300000,None,475500000,1478200000,3479300000,2001100000,2001100000,1478200000,854800000,None,2634400000,26000000,-33700000,26000000,33700000,3498700000,43600000,None,243000000,633400000,157900000,33700000,633300000,630000000,667100000,910100000,2019-07-31,1.14,1.132,0.008,0.7067
