ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,38575000000,14818000000,3491000000,604000000,4295000000,5252000000,23784000000,8864000000,16310000000,13455000000,2885000000,10570000000,631000000,27000000,604000000,344000000,1438000000,27536000000,8959000000,1874000000,None,3449000000,3449000000,18577000000,None,12211000000,2000000,12211000000,15660000000,2791000000,2985000000,10977000000,26178000000,38453000000,9000000,596200000,143000000,None,None,124000000,469000000,382000000,304000000,260000000,209000000,606000000,281000000,46000000,1581000000,937000000,937000000,None,810000000,810000000,None,None,None,None,-718000000,219000000,438000000,-32000000,602000000,4042000000,8278000000,4236000000,4236000000,1007000000,2573000000,486000000,2613000000,None,-82000000,None,82000000,8238000000,-42000000,None,64000000,961000000,359000000,82000000,606000000,825000000,1043000000,1107000000,2018-04-24,2.5,2.4842,0.0158,0.636
AOS,USD,3106900000,1669100000,241900000,679700000,287100000,638800000,1437800000,538100000,547000000,820400000,304700000,515700000,None,None,437800000,63500000,79300000,1398500000,766900000,522100000,None,7400000,7400000,631600000,None,285800000,7400000,285800000,293200000,48200000,304600000,1708400000,659500000,1856500000,164500000,171532008,43200000,30000000,None,None,None,17900000,17300000,None,-7700000,98800000,34900000,-182800000,0,33100000,33100000,None,31000000,31000000,None,None,0,None,-33100000,None,-104700000,None,98800000,321500000,785700000,659400000,466500000,142000000,192900000,None,192900000,None,-2300000,None,2300000,788000000,5800000,None,17900000,125400000,26600000,2300000,98800000,122600000,127700000,145600000,2018-04-25,0.6,0.5767,0.0233,4.0402
ABT,USD,70908000000,14964000000,3857000000,4042000000,3826000000,5356000000,53862000000,7659000000,7897000000,45170000000,20943000000,24227000000,255000000,913000000,185000000,1740000000,120000000,39509000000,9010000000,2476000000,None,737000000,230000000,21154000000,None,22168000000,507000000,21154000000,22398000000,5585000000,None,31399000000,9947000000,23856000000,23223000000,1753412000,1108000000,220000000,None,None,224000000,852000000,275000000,53000000,171000000,418000000,-238000000,-6455000000,6000000,128000000,128000000,None,491000000,491000000,None,None,0,None,9000000,None,-5550000000,35000000,418000000,3739000000,7152000000,6193000000,3067000000,608000000,2542000000,589000000,3715000000,28000000,-227000000,None,227000000,7379000000,33000000,268000000,584000000,440000000,22000000,241000000,409000000,742000000,667000000,1251000000,2018-04-18,0.59,0.5793,0.0107,1.8471
ABBV,USD,69342000000,20444000000,9007000000,9474000000,1738000000,5841000000,48898000000,2828000000,5403000000,43110000000,27230000000,15880000000,2471000000,2057000000,467000000,3391000000,903000000,65789000000,17058000000,None,None,6381000000,367000000,46427000000,None,30906000000,6014000000,None,367000000,125000000,15521000000,3553000000,13331000000,4977000000,18000000,1591000000,2645000000,None,None,191000000,1019000000,445000000,119000000,681000000,71000000,2783000000,-447000000,-2509000000,-33000000,1431000000,1431000000,None,1137000000,1137000000,None,None,0,None,-1369000000,None,-296000000,15000000,2783000000,6007000000,7934000000,1927000000,1927000000,2903000000,1791000000,1313000000,3456000000,58000000,-309000000,None,309000000,7926000000,153000000,115000000,330000000,2797000000,14000000,309000000,2783000000,2880000000,3106000000,3436000000,2018-04-26,1.87,1.793,0.077,4.2945
ABMD,USD,786375000,494271000,42975000,362249000,50204000,70010000,329606000,117167000,27859000,52513000,16705000,35808000,391971000,37502000,319274000,11808000,14176000,96851000,84682000,23565000,14970000,None,None,12169000,None,None,None,None,None,14970000,776000,689524000,67078000,140457000,444000,44375337,56399000,3796000,None,4977000,12092000,2900000,11695000,4947000,3712000,36847000,-68455000,2551000,None,0,0,None,None,None,None,None,None,None,3008000,None,-7527000,1978000,36847000,144338000,174436000,30098000,30098000,47567000,75501000,21270000,96771000,1303000,None,None,None,174436000,-363000,2900000,2905000,48507000,11660000,None,36847000,43289000,47567000,50472000,2018-05-03,0.8,0.6617,0.1383,20.9007
ACN,USD,23132979000,12284948000,3595079000,3598497000,None,5030698000,10848031000,1196195000,2042405000,6015022000,728825000,5286197000,101776000,218509000,3418000,1175150000,1231826000,13450292000,9367912000,1367464000,3587283000,2914000,2914000,3326641000,None,25923000,2914000,None,28914000,496003000,389585000,9682687000,2552028000,8149090000,71000,617854667,924057000,355672000,None,-657943000,-82432000,220664000,132896000,-119760000,None,882139000,-345676000,-703204000,0,803947000,803947000,None,0,0,None,None,None,None,-660452000,None,-86632000,38191000,863703000,2859540000,9909238000,7049698000,7049698000,1296044000,1565630000,None,1607561000,9459000,-3840000,None,3840000,-56316000,-56866000,107445000,41931000,1188960000,325257000,3840000,919540000,930590000,1192800000,1234731000,2018-03-22,1.58,1.4861,0.0939,6.3186
ATVI,USD,18397000000,6410000000,5217000000,5217000000,42000000,431000000,11495000000,286000000,None,10751000000,987000000,9764000000,None,None,75000000,422000000,458000000,8578000000,2927000000,172000000,1204000000,None,4392000000,5635000000,None,4392000000,4392000000,4392000000,4392000000,1204000000,1243000000,9819000000,5563000000,5245000000,0,759000000,529000000,None,None,-798000000,-529000000,121000000,31000000,-503000000,-4000000,500000000,-51000000,8000000,None,0,0,None,259000000,259000000,None,None,0,None,47000000,None,504000000,18000000,500000000,1303000000,1965000000,662000000,662000000,595000000,449000000,259000000,863000000,None,-40000000,None,40000000,1965000000,-28000000,None,155000000,567000000,67000000,40000000,500000000,486000000,595000000,762000000,2018-05-03,0.38,0.3459,0.0341,9.8583
ADM,USD,41100000000,20906000000,797000000,797000000,9820000000,2147000000,20285000000,10123000000,14857000000,3970000000,3970000000,None,5785000000,5242000000,4408000000,3734000000,859000000,31537000000,13285000000,3340000000,None,2343000000,2330000000,9019000000,None,6657000000,13000000,6657000000,2330000000,3035000000,1325000000,18732000000,None,17755000000,2428000000,563000000,-3574000000,None,None,-768000000,3667000000,235000000,196000000,2635000000,600000000,396000000,2180000000,1277000000,1474000000,0,0,None,190000000,190000000,None,None,0,None,0,None,-117000000,None,393000000,889000000,15526000000,14637000000,14637000000,366000000,513000000,None,523000000,33000000,-91000000,None,91000000,15259000000,9000000,None,235000000,461000000,68000000,91000000,396000000,579000000,552000000,787000000,2018-05-01,0.68,0.5061,0.1739,34.3608
ADBE,USD,14973485000,7480814000,2666981000,6147970000,None,None,7492000000,991674000,None,354000000,354000000,5843899000,None,None,3480989000,270154000,153648000,6339457000,3536469000,131090000,None,None,1883311000,2803000000,None,1874794000,1883311000,None,1875000000,2483744000,149266000,8634028000,6295081000,9830399000,61000,492880000,989601000,26410000,None,458336000,-89445000,76522000,95142000,-154398000,None,702502000,-93762000,-541273000,None,300000000,300000000,None,None,None,None,None,None,None,-235616000,64384000,360909000,6343000,583076000,1820045000,2078947000,258902000,16700000,702733000,751397000,348769000,1117312000,22630000,-19899000,None,19899000,-5889000,52000,None,33900000,702502000,119426000,19899000,702502000,584958000,722401000,756301000,,,,,
ADBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-15,1.55,1.4381,0.1119,7.7811
