ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,33292000000,11901000000,2173000000,2314000000,3612000000,4722000000,21408000000,8551000000,15395000000,11527000000,2269000000,9258000000,291000000,150000000,141000000,1253000000,1102000000,22252000000,5995000000,1701000000,None,909000000,909000000,16257000000,None,10802000000,909000000,10802000000,11711000000,2420000000,1691000000,10989000000,25354000000,38094000000,9000000,598100000,988000000,None,None,101000000,386000000,438000000,287000000,237000000,149000000,1326000000,-90000000,-1151000000,-68000000,690000000,690000000,None,702000000,702000000,None,None,None,None,-375000000,315000000,-225000000,28000000,1323000000,3803000000,7685000000,3882000000,3869000000,1742000000,1614000000,471000000,1635000000,8000000,-45000000,None,45000000,-37000000,8000000,None,64000000,1734000000,411000000,45000000,1326000000,1619000000,1779000000,1843000000,2017-04-25,2.16,2.064,0.096,4.6512
AOS,USD,2940200000,1605500000,293400000,722300000,257100000,584100000,1334700000,467600000,484000000,796900000,305100000,491800000,None,None,428900000,42000000,70200000,1373800000,720500000,493500000,None,7200000,7200000,653300000,None,362200000,7200000,362200000,369400000,219800000,188700000,1566400000,516100000,1656400000,164400000,173380076,-19700000,30000000,None,None,None,16900000,16800000,None,None,87700000,-17900000,-7600000,0,30100000,30100000,None,24400000,24400000,None,None,0,None,-30100000,None,-37000000,None,87700000,300900000,737800000,619800000,439100000,136600000,183200000,None,182100000,None,-2200000,None,2200000,740000000,4900000,None,16900000,120400000,32700000,2200000,87700000,98700000,122600000,139500000,2017-04-27,0.5,0.4692,0.0308,6.5644
ABT,USD,70887000000,19329000000,8706000000,8860000000,3995000000,4510000000,49779000000,7265000000,6907000000,40758000000,19405000000,21353000000,None,1756000000,154000000,1964000000,None,39525000000,6646000000,1481000000,None,210000000,207000000,23764000000,None,23770000000,3000000,23764000000,23977000000,4769000000,None,31362000000,10379000000,25387000000,22886000000,1727356000,574000000,160000000,None,None,132000000,774000000,272000000,-30000000,162000000,419000000,-6154000000,-4399000000,-1455000000,95000000,95000000,None,460000000,460000000,None,None,0,None,34000000,None,-9914000000,65000000,419000000,2751000000,7276000000,5990000000,3062000000,-242000000,2440000000,547000000,2342000000,22000000,-226000000,None,226000000,1167000000,1166000000,252000000,522000000,769000000,350000000,226000000,386000000,1001000000,995000000,1517000000,2017-04-19,0.48,0.4304,0.0496,11.5242
ABBV,USD,65664000000,15547000000,4740000000,6248000000,1427000000,4677000000,50117000000,2612000000,4984000000,44119000000,28629000000,15490000000,2555000000,2123000000,1508000000,3195000000,1263000000,60666000000,8844000000,None,None,425000000,400000000,45025000000,None,36526000000,25000000,None,400000000,55000000,8499000000,4998000000,11430000000,5063000000,18000000,1597000000,2102000000,None,None,-266000000,16000000,374000000,95000000,34000000,-71000000,1711000000,-684000000,-1794000000,23000000,895000000,895000000,None,1027000000,1027000000,None,None,0,None,-810000000,None,-360000000,16000000,1711000000,4922000000,6538000000,1616000000,1616000000,2407000000,1373000000,1135000000,2790000000,26000000,-273000000,None,273000000,-13000000,-61000000,103000000,271000000,2086000000,375000000,273000000,1711000000,1755000000,2359000000,2630000000,2017-04-27,1.28,1.2624,0.0176,1.3942
ABMD,USD,550414000,326958000,39040000,229948000,34931000,54055000,270599000,87777000,19952000,45527000,14482000,31045000,245251000,47143000,190908000,8024000,8286000,98343000,69617000,20620000,10495000,799000,799000,28726000,15539000,15539000,799000,None,16338000,10495000,3251000,452071000,46763000,-46959000,437000,43673286,-13297000,8244000,None,5503000,6107000,1712000,26376000,3995000,3669000,14899000,-69224000,10400000,None,0,0,None,None,None,None,None,None,None,3346000,None,-22029000,-460000,14899000,105419000,124680000,19261000,17202000,28994000,60100000,16325000,76425000,486000,None,None,None,None,-124000,1712000,1714000,29356000,14457000,None,14899000,15730000,28994000,31070000,2017-05-04,0.4007,0.3533,0.0474,13.4164
ACN,USD,20078773000,10764002000,3238862000,3241364000,None,4452252000,9314771000,968433000,1832022000,4797070000,573063000,4224007000,145904000,190358000,2502000,958745000,1111048000,12114528000,8352773000,1212800000,3199443000,2944000,2944000,3110851000,None,24546000,2944000,None,27944000,386074000,291117000,7964245000,3600403000,8953190000,72000,621999948,154703000,392963000,None,-1074284000,127300000,187807000,104409000,-38854000,None,849247000,-344166000,-681320000,0,815648000,815648000,None,0,0,None,None,None,None,-677458000,None,-838196000,32587000,838752000,2504156000,8762182000,6258026000,6258026000,1138653000,1365503000,None,1411176000,8728000,-3976000,None,3976000,7431000,-12546000,84639000,33324000,1070054000,231302000,3976000,887208000,954619000,1074030000,1107354000,2017-03-23,1.33,1.3001,0.0299,2.2998
ATVI,USD,16921000000,4356000000,3248000000,3248000000,48000000,344000000,12120000000,245000000,None,11436000000,1673000000,9763000000,None,None,None,346000000,439000000,7485000000,2239000000,150000000,1153000000,None,4393000000,5205000000,None,4393000000,4393000000,4393000000,4393000000,1153000000,812000000,9436000000,5563000000,5069000000,0,749000000,411000000,None,None,-631000000,-395000000,197000000,21000000,-396000000,-2000000,426000000,-27000000,-404000000,None,0,0,None,None,None,None,None,2551000000,None,109000000,None,3000000,19000000,426000000,1141000000,1726000000,585000000,1000000,493000000,423000000,225000000,872000000,None,-35000000,None,35000000,1726000000,-40000000,None,224000000,453000000,27000000,35000000,426000000,430000000,493000000,712000000,2017-05-04,0.31,0.2131,0.0969,45.4716
ADM,USD,39630000000,20486000000,476000000,748000000,8664000000,1757000000,19340000000,9771000000,13848000000,3780000000,3780000000,None,5832000000,4896000000,272000000,3941000000,697000000,32869000000,13602000000,3415000000,None,1251000000,420000000,8873000000,None,5956000000,831000000,5956000000,420000000,3462000000,1235000000,17121000000,None,17345000000,2350000000,576000000,-1489000000,None,None,-447000000,-348000000,225000000,200000000,-169000000,-222000000,340000000,2048000000,-180000000,263000000,248000000,248000000,None,183000000,183000000,None,None,0,None,-248000000,None,-152000000,None,339000000,872000000,14988000000,14116000000,14120000000,353000000,516000000,None,515000000,23000000,-81000000,None,81000000,309000000,-18000000,None,225000000,457000000,118000000,81000000,340000000,363000000,538000000,763000000,2017-05-02,0.6,0.6156,-0.0156,-2.5341
ADBE,USD,13044783000,5755562000,1068896000,4647617000,None,None,7289000000,821730000,None,489000000,489000000,5753575000,None,80439000,3578721000,257105000,144275000,5456093000,2954069000,191484000,None,None,None,2502000000,None,1880000000,None,None,1884000000,1988008000,110509000,7588690000,5245290000,8299362000,61000,495130000,730370000,24888000,None,-80096000,-173492000,80809000,30903000,-184250000,None,460632000,-338882000,-331495000,None,200000000,200000000,None,None,None,None,None,None,None,-148213000,51787000,57581000,-2412000,398446000,1444309000,1681646000,237337000,237337000,468999000,671105000,285077000,975310000,14157000,-18130000,None,18130000,-7131000,20000,None,38100000,460632000,62186000,18130000,460632000,386639000,478762000,516862000,2017-03-16,0.94,0.8717,0.0683,7.8353
ADP,USD,43855900000,39514400000,2995500000,2998700000,None,1811500000,23123400000,750600000,None,2321500000,594800000,1726700000,3006300000,7600000,3200000,820300000,1242400000,39752800000,36418500000,126500000,386800000,7800000,0,3334300000,None,4023400000,7800000,2002500000,4023400000,34043900000,836100000,4103100000,10998800000,14717700000,63900000,447900000,827600000,34700000,None,74600000,-20800000,77600000,110300000,-29600000,None,587900000,-460900000,3042800000,0,191500000,191500000,None,257100000,257100000,None,None,None,None,-191500000,None,3383500000,-26000000,587900000,1499800000,3410800000,1911000000,1911000000,-1572700000,665000000,153200000,2366500000,10100000,-16800000,None,16800000,None,9900000,None,40400000,827900000,240000000,16800000,587900000,641400000,844700000,885100000,2017-05-03,1.31,1.2297,0.0803,6.53
