ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,39140000000,14374000000,2938000000,539000000,4538000000,5173000000,24015000000,8829000000,16295000000,13658000000,3047000000,10611000000,585000000,46000000,539000000,473000000,1482000000,29383000000,7125000000,2309000000,None,790000000,790000000,21727000000,84000000,16328000000,790000000,15580000000,16328000000,3071000000,3228000000,9703000000,29668000000,41159000000,9000000,577500000,1048000000,None,None,-3000000,256000000,375000000,391000000,78000000,178000000,893000000,-1225000000,258000000,-428000000,701000000,701000000,None,830000000,830000000,None,None,None,None,-486000000,215000000,85000000,4000000,891000000,3553000000,7863000000,4310000000,4310000000,1136000000,1948000000,477000000,2009000000,None,-104000000,20000000,104000000,7961000000,-48000000,None,69000000,1086000000,195000000,104000000,893000000,1058000000,1190000000,1259000000,2019-04-25,2.23,2.5009,-0.2709,-10.8321
AOS,USD,3143500000,1658100000,337800000,633300000,319700000,658800000,1435700000,549900000,571700000,803800000,289900000,513900000,295500000,None,295500000,46300000,82000000,1394300000,737200000,492400000,None,6800000,6800000,616000000,41100000,277600000,6800000,277600000,284400000,43700000,295100000,1749200000,872700000,2155000000,164500000,167803794,21600000,100000,None,None,None,20200000,20900000,None,6300000,89300000,77800000,-21300000,0,45600000,45600000,None,37100000,37100000,None,None,0,None,-45600000,None,78100000,None,89300000,292800000,746200000,640100000,455400000,128300000,184700000,None,184700000,None,-2000000,None,2000000,748200000,5500000,None,20200000,111600000,22300000,2000000,89300000,108000000,113600000,133800000,2019-04-30,0.53,0.573,-0.043,-7.5044
ABT,USD,67610000000,14409000000,3022000000,3261000000,4085000000,5345000000,50174000000,7626000000,8279000000,41681000000,18472000000,23209000000,325000000,867000000,239000000,1718000000,53201000000,36685000000,9113000000,3045000000,None,209000000,201000000,18845000000,None,18861000000,8000000,18845000000,19062000000,932000000,None,30925000000,9679000000,24613000000,23461000000,1763278000,712000000,185000000,None,None,456000000,753000000,335000000,170000000,286000000,672000000,-396000000,-1142000000,13000000,217000000,217000000,None,565000000,565000000,None,None,0,None,-90000000,None,-826000000,None,672000000,3889000000,7358000000,6124000000,3160000000,739000000,2478000000,672000000,3636000000,23000000,-171000000,23000000,171000000,7529000000,47000000,267000000,486000000,632000000,-40000000,171000000,672000000,788000000,803000000,1289000000,2019-04-17,0.63,0.6169,0.0131,2.1235
ABBV,USD,56769000000,14413000000,4897000000,5228000000,1702000000,5680000000,42356000000,2860000000,5510000000,36452000000,20846000000,15606000000,None,1477000000,331000000,1803000000,1567000000,63688000000,13904000000,None,None,2078000000,499000000,49575000000,None,35043000000,1579000000,None,499000000,420000000,14509000000,-7826000000,24502000000,4234000000,18000000,1480000000,3017000000,None,None,94000000,556000000,503000000,107000000,316000000,128000000,2456000000,-27000000,-5383000000,-3200000000,620000000,620000000,None,1588000000,1588000000,None,None,0,None,-616000000,None,-2392000000,1000000,2456000000,6134000000,7828000000,1694000000,1694000000,3010000000,1680000000,1444000000,3676000000,62000000,-387000000,-331000000,387000000,-6000000,-135000000,118000000,385000000,2544000000,88000000,387000000,2456000000,2420000000,2931000000,3316000000,2019-04-25,2.14,2.0652,0.0748,3.6219
ABMD,USD,1054346000,677197000,121021000,121021000,80942000,90809000,377149000,145005000,39700000,47809000,15208000,32601000,80779000,21718000,370677000,13748000,85115000,117456000,105998000,32185000,16393000,None,None,11458000,None,None,None,None,None,16393000,1061000,936890000,138852000,399473000,451000,45122985,70391000,-67710000,None,4411000,16619000,12800000,-21901000,2755000,10659000,73960000,-35754000,3019000,None,0,0,None,None,None,None,None,None,None,3582000,None,36840000,-816000,73961000,172233000,207081000,34848000,34848000,65388000,81296000,25548000,106844000,2769000,None,2769000,400000,207081000,30372000,None,4185000,98530000,24569000,None,73961000,71587000,65388000,69573000,2019-05-02,1.07,1.1,-0.03,-2.7273
ACN,USD,27390208000,13833300000,4464889000,4468000000,None,7579589000,13556908000,1282765000,2027164000,6514739000,731883000,5782856000,32656000,229085000,3111000,1213889000,1280128000,14053175000,10219049000,1472130000,None,4365000,4365000,3442614000,None,19753000,4365000,None,24118000,835431000,437285000,13337033000,3357665000,11421964000,72000,638639729,1359650000,348213000,None,-616417000,118845000,219598000,139797000,-54946000,None,1139071000,-451675000,-831923000,0,1007807000,1007807000,None,0,0,None,None,None,None,-827712000,None,101099000,25047000,1124449000,3054349000,10454129000,7399780000,7399780000,1386626000,1667723000,None,1708477000,19081000,-5619000,19081000,5619000,28945000,-23834000,110635000,40754000,1359983000,235534000,5619000,1140720000,1135982000,1365602000,1406356000,2019-03-28,1.73,1.5718,0.1582,10.0649
ATVI,USD,17948000000,6037000000,4696000000,4696000000,45000000,594000000,11458000000,264000000,None,10443000000,680000000,9763000000,None,None,139000000,518000000,751000000,6352000000,2295000000,166000000,None,None,62000000,4035000000,None,2672000000,62000000,2672000000,2672000000,931000000,1363000000,11596000000,5563000000,6757000000,0,764000000,450000000,12000000,None,-738000000,-417000000,56000000,18000000,-438000000,2000000,447000000,-5000000,24000000,None,0,0,None,283000000,283000000,None,None,0,None,30000000,None,469000000,None,447000000,1272000000,1802000000,563000000,563000000,570000000,386000000,249000000,779000000,None,-23000000,None,23000000,1825000000,-3000000,None,87000000,567000000,120000000,23000000,447000000,446000000,570000000,677000000,2019-05-02,0.31,0.2501,0.0599,23.9504
ADM,USD,43151000000,20262000000,926000000,935000000,8946000000,2515000000,22889000000,10299000000,15346000000,5459000000,4575000000,884000000,6023000000,5354000000,9000000,3625000000,1777000000,34807000000,13361000000,3538000000,None,2209000000,1595000000,10831000000,None,7675000000,614000000,7675000000,1595000000,2998000000,1906000000,18895000000,None,18553000000,2584000000,565000000,-2035000000,40000000,None,-456000000,2073000000,245000000,198000000,1744000000,-166000000,234000000,-271000000,1065000000,1309000000,0,0,None,198000000,198000000,None,None,0,None,0,None,-1241000000,None,233000000,928000000,15304000000,14376000000,14376000000,273000000,659000000,None,655000000,49000000,-101000000,19000000,101000000,15402000000,8000000,None,245000000,314000000,81000000,101000000,234000000,97000000,415000000,660000000,2019-04-26,0.46,0.6145,-0.1545,-25.1424
ADBE,USD,19505536000,5133715000,1739000000,3226257000,None,None,14371821000,1104065000,None,2017103000,2017103000,10707715000,None,None,1487411000,565115000,542938000,9634051000,5313736000,145292000,3220000000,892754000,892754000,4320315000,None,3236833000,892754000,None,4129587000,3083839000,168433000,9871000000,8414895000,12579311000,61000,488504000,1013000000,51000000,None,-55000000,83000000,186000000,65000000,-65000000,None,702334000,-132000000,-784000000,None,500000000,500000000,None,None,None,None,None,0,None,-428000000,72000000,96000000,-1000000,674000000,2204000000,2601000000,397000000,58000000,695000000,997000000,465000000,1509000000,16000000,-41000000,16071000,41000000,-12000000,4000000,None,105000000,702000000,28000000,41000000,702334000,672000000,743000000,848000000,2019-03-14,1.71,1.6164,0.0936,5.7906
ADP,USD,48196300000,40924000000,1826200000,1833500000,None,2485200000,24050600000,765800000,None,3379000000,1062900000,2316100000,1836700000,3200000,7300000,534400000,740300000,42950100000,39166000000,156300000,406200000,2500000,0,3784100000,None,4013800000,2500000,2002300000,4013800000,36283900000,759800000,5246200000,12914600000,17368600000,63900000,435500000,1024500000,37900000,None,-86300000,11200000,103100000,230900000,-143300000,None,753700000,-728700000,8433700000,0,234000000,234000000,None,344600000,344600000,None,None,None,None,-234000000,None,753700000,None,753700000,1735600000,3828200000,2092600000,2092600000,-1696800000,750400000,None,2624900000,15000000,-21700000,15000000,21700000,3847400000,21000000,None,57100000,984500000,230800000,21700000,753700000,956800000,1006200000,1063300000,2019-05-01,1.77,1.6864,0.0836,4.9573
AAP,USD,11081511000,5781838000,537330000,537330000,4433981000,684419000,None,1363128000,1951225000,1518942000,527702000,991240000,None,None,None,126108000,46241000,7534288000,4298877000,3276955000,None,None,None,None,None,781063000,63000,746767000,None,491645000,124067000,3547223000,560245000,3441138000,8000,71787000,204542000,143450000,None,40190000,127499000,69885000,61312000,58757000,68742000,142500000,-60759000,-503176000,-50578000,134291000,134291000,None,8723000,None,None,678000,None,None,-133613000,None,-359197000,196000,142500000,1304612000,2952036000,2753796000,1647424000,207940000,1096672000,None,1106372000,None,None,None,None,2952036000,-2238000,None,9700000,190758000,48258000,None,142500000,146655000,207940000,217640000,2019-05-22,2.46,2.3724,0.0876,3.6925
AES,USD,33471000000,5855000000,1426000000,1804000000,579000000,1564000000,27171000000,21228000000,8273000000,1526000000,467000000,1059000000,1147000000,1147000000,378000000,703000000,1771000000,30237000000,4357000000,1224000000,None,None,1265000000,22575000000,6000000,18445000000,1265000000,None,19710000000,418000000,2828000000,3234000000,1867000000,-839000000,8000000,663694956,690000000,169000000,None,24000000,-40000000,0,504000000,-9000000,18000000,233000000,-663000000,402000000,230000000,0,0,None,90000000,90000000,None,0,None,None,0,None,425000000,-4000000,154000000,586000000,2650000000,2064000000,2064000000,275000000,46000000,None,299000000,79000000,-265000000,-190000000,265000000,-18000000,30000000,None,246000000,269000000,115000000,275000000,154000000,122000000,534000000,780000000,2019-05-07,0.28,0.2992,-0.0192,-6.4171
AFL,USD,145679000000,4933000000,3892000000,4933000000,None,None,559000000,559000000,None,9892000000,9892000000,None,120767000000,728000000,1041000000,2065000000,-65824000000,119630000000,113864000000,None,None,None,5900000000,5766000000,134000000,5766000000,1000000,None,5766000000,10405000000,108548000000,26049000000,13288000000,32513000000,135000000,746487000,1544000000,36000000,None,784000000,-35000000,340000000,None,-35000000,None,928000000,-1291000000,-686000000,None,490000000,490000000,None,195000000,195000000,None,None,0,None,-461000000,12000000,-445000000,-12000000,928000000,-1341000000,5657000000,6998000000,3638000000,1139000000,719000000,None,1050000000,None,-58000000,None,58000000,4691000000,0,None,None,1242000000,314000000,58000000,928000000,3258000000,1300000000,None,2019-04-25,1.12,1.0598,0.0602,5.6803
A,USD,9022000000,3812000000,2155000000,2155000000,657000000,819000000,5216000000,827000000,None,3650000000,538000000,3112000000,None,96000000,None,181000000,637000000,3897000000,1118000000,314000000,None,None,None,2779000000,None,1793000000,None,1798000000,1793000000,165000000,752000000,5125000000,1000000,178000000,3000000,317000000,252000000,11000000,None,224000000,-4000000,53000000,39000000,5000000,9000000,182000000,-56000000,-92000000,0,50000000,50000000,None,52000000,52000000,None,None,None,None,-39000000,None,380000000,-7000000,182000000,262000000,1221000000,959000000,569000000,216000000,354000000,99000000,489000000,10000000,-17000000,-6000000,17000000,1238000000,9000000,None,26000000,218000000,36000000,17000000,182000000,165000000,235000000,261000000,2019-05-14,0.71,0.7164,-0.0064,-0.8934
AIG,USD,512922000000,13960000000,2565000000,13698000000,None,None,272156000000,724000000,None,12128000000,12128000000,None,324863000000,0,11133000000,44546000000,10470000000,450829000000,416359000000,None,None,None,1253000000,35776000000,None,35776000000,1253000000,2263000000,35776000000,26896000000,415053000000,60787000000,48999000000,21259000000,4766000000,869736901,-976000000,6779000000,None,596000000,1420000000,1289000000,None,None,None,937000000,-1979000000,2764000000,0,0,0,None,278000000,278000000,0,0,1449000000,485000000,485000000,0,-191000000,None,654000000,-5159000000,12456000000,17615000000,8908000000,-7212000000,2053000000,None,2053000000,-114000000,-349000000,-349000000,349000000,7963000000,None,None,1299000000,871000000,217000000,347000000,654000000,4195000000,1220000000,None,2019-05-06,1.58,1.0569,0.5231,49.4938
APD,USD,19244500000,4895200000,2735900000,2738500000,408300000,1258500000,14349300000,10193800000,11792500000,1230500000,418600000,811900000,2254000000,1279300000,2600000,387500000,671000000,7741100000,2073000000,None,None,488600000,54100000,5668100000,None,3736700000,434500000,None,3790800000,1583500000,1560500000,11165700000,2048600000,13662000000,249400000,220200000,630600000,None,None,-70100000,-76500000,262100000,560100000,-80300000,3800000,433500000,-655600000,-170000000,31400000,0,0,None,241600000,241600000,None,None,0,None,40700000,None,-187400000,7600000,421300000,713000000,2187700000,1474700000,1474700000,516500000,190000000,16900000,206900000,None,-35400000,None,35400000,None,13700000,None,262100000,528800000,107500000,35400000,421300000,487700000,564200000,826300000,2019-04-24,1.92,1.8721,0.0479,2.5586
AKAM,USD,5182762000,1818418000,688698000,688698000,None,529346000,3063884000,951259000,None,1771869000,184879000,1586990000,531366000,101434000,429932000,170442000,150865000,1899545000,569706000,102371000,None,None,101545000,1017062000,394926000,883584000,101545000,883584000,883584000,16599000,126996000,3283217000,34872000,-322909000,1640000,163503258,160850000,8159000,1176000,-65553000,56795000,108205000,142429000,43766000,None,107130000,236241000,-745295000,None,34872000,34872000,None,None,None,None,None,0,0,-15098000,None,-346603000,1601000,107130000,453649000,694392000,240743000,240743000,134525000,249111000,66141000,331240000,8635000,-12116000,8635000,12116000,706508000,511000,None,9599000,131555000,24425000,12116000,107130000,109063000,143671000,153270000,2019-04-30,1.1,1.019,0.081,7.949
ALK,USD,12640000000,2001000000,215000000,1436000000,58000000,358000000,8924000000,6629000000,3233000000,2070000000,127000000,1943000000,1221000000,None,1221000000,149000000,225000000,8894000000,3386000000,157000000,None,300000000,575000000,3844000000,1718000000,1964000000,300000000,1664000000,1964000000,2148000000,210000000,3746000000,581000000,4498000000,1000000,123504308,468000000,18000000,None,328000000,-2000000,106000000,144000000,None,None,4000000,-186000000,-171000000,None,13000000,13000000,None,43000000,43000000,None,0,254000000,None,-13000000,None,111000000,None,4000000,551000000,1876000000,1325000000,635000000,25000000,107000000,None,1851000000,9000000,-22000000,9000000,22000000,None,-10000000,None,106000000,6000000,2000000,22000000,4000000,19000000,28000000,130000000,2019-04-25,0.17,0.1512,0.0188,12.4339
ALB,USD,7871062000,1987176000,465274000,465304000,756193000,660561000,5883886000,3170190000,1813195000,1939593000,378501000,1561092000,418000,563030000,30000,105148000,211073000,4198788000,1278191000,482433000,None,425684000,446983000,2767282000,3601000,1819588000,425684000,1393904000,1819588000,21299000,616007000,3672274000,None,2660684000,1059000,105950000,54916000,3555000,None,None,-7580000,49283000,216132000,None,-46304000,151526000,-207195000,75257000,0,0,0,None,35387000,35387000,None,None,0,None,2676000,None,-90046000,-13024000,133569000,283486000,832064000,548578000,548578000,155154000,113355000,14977000,135659000,None,-33000,-23001000,33000,0,11291000,None,6827000,171083000,37514000,12586000,151526000,126713000,155154000,177943000,2019-05-08,1.23,1.2339,-0.0039,-0.3161
ARE,USD,15480206000,315805000,261372000,261372000,None,None,482616000,15893000,None,157194000,157194000,None,12700755000,290405000,None,89969000,13434063000,7125292000,574604000,None,None,None,4592000,5139500000,406778000,5843503000,4592000,5139500000,5843503000,1143000,51965000,7566577000,None,None,1112000,111054000,136730000,49600000,None,-16244000,19796000,1432000,659407000,-167000,None,136818000,-734333000,640806000,0,None,9240000,None,110468000,109342000,1126000,0,2259209000,None,-9240000,None,43675000,472000,129159000,164967000,323731000,158764000,101501000,6203000,24677000,None,158764000,None,-39100000,None,39100000,362831000,-7361000,None,134087000,136818000,None,46461000,90905000,128882000,6203000,140290000,2019-04-29,1.11,0.5735,0.5365,93.5484
ALGN,USD,2234430000,1439113000,588001000,732541000,68489000,479281000,723782000,575267000,None,80329000,16322000,64007000,186540000,42000000,144540000,158802000,26186000,978726000,804884000,62512000,452684000,None,71692000,40238000,130999000,0,15592000,None,130999000,489618000,21072000,1255704000,None,402021000,8000,80000000,117207000,None,None,48772000,91056000,18316000,35261000,42743000,13280000,71848000,-74418000,-92762000,None,50000000,50000000,None,None,None,None,9609000,None,None,-40391000,None,-48884000,1089000,71848000,402096000,548971000,146875000,146875000,87701000,247110000,37503000,314395000,None,2633000,2633000,None,548971000,-7057000,None,1500000,80644000,8796000,None,71848000,72341000,87701000,89201000,2019-04-24,1.17,0.8337,0.3363,40.3383
ALLE,USD,2800800000,850200000,153800000,153800000,296800000,359600000,1962600000,275100000,None,1415000000,536300000,878700000,None,4100000,None,33200000,260500000,2163400000,485400000,198300000,None,35100000,35100000,1678000000,None,1448400000,35100000,1401300000,1448400000,16700000,276700000,633700000,None,871600000,900000,94500000,-12600000,2400000,None,None,None,7900000,12300000,None,5400000,80300000,-17700000,-99200000,-200000,63800000,63800000,None,25200000,25200000,None,None,0,None,-63800000,None,-130000000,-500000,80200000,98700000,655000000,556300000,378100000,108000000,168900000,None,178200000,300000,-13700000,300000,13700000,200000,1100000,None,7900000,95300000,15100000,13700000,80300000,64900000,109000000,116900000,2019-04-25,0.88,0.8683,0.0117,1.3475
LNT,USD,15713400000,815200000,10100000,10100000,168000000,417900000,1799400000,12665200000,None,None,None,None,138600000,433600000,None,153400000,72800000,11031000000,1587700000,387700000,None,771200000,514700000,9243300000,None,5618700000,256500000,5362200000,6133400000,249000000,442900000,4682400000,None,2587300000,2400000,237394409,181100000,62900000,None,-28600000,121600000,136900000,406100000,121600000,33100000,127700000,-364800000,176000000,188500000,None,None,None,83700000,83700000,None,54600000,0,None,54600000,None,-7700000,None,127700000,407000000,987200000,513900000,123000000,176800000,34000000,None,353700000,None,-66300000,-30000000,66300000,987200000,-4000000,None,136900000,142800000,15100000,66300000,127700000,128400000,209100000,346000000,2019-05-02,0.53,0.5133,0.0167,3.2535
ALL,USD,115834000000,4708000000,551000000,4708000000,None,None,11087000000,1047000000,None,2547000000,4670000000,2547000000,84121000000,7493000000,4157000000,10175000000,-28368000000,92416000000,85963000000,None,None,None,None,6453000000,None,6453000000,None,None,6453000000,14605000000,85146000000,23418000000,28042000000,45148000000,9000000,333000000,714000000,15000000,None,-98000000,-173000000,1396000000,80000000,140000000,None,8248000000,-263000000,-399000000,None,0,0,None,189000000,158000000,31000000,None,0,0,-5000000,None,52000000,None,1292000000,9414000000,10990000000,1576000000,7843000000,7984000000,1395000000,None,1430000000,-71000000,-83000000,None,83000000,581000000,1000000,None,32000000,1620000000,328000000,83000000,8248000000,2259000000,1703000000,1735000000,2019-05-01,2.3,2.317,-0.017,-0.7337
GOOGL,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,1667000000,1417000000,183472000000,None,138720000000,46532000000,694782000,12000000000,374000000,None,-735000000,-907000000,2613000000,4638000000,-1172000000,None,6657000000,-5388000000,-4183000000,None,3025000000,3025000000,None,None,None,None,None,None,None,-3025000000,None,2447000000,18000000,6657000000,20327000000,36339000000,16012000000,16012000000,6608000000,5993000000,6029000000,12022000000,None,-35000000,1417000000,35000000,36453000000,53000000,None,2613000000,8146000000,1489000000,35000000,6657000000,7213000000,8181000000,10794000000,2019-04-29,11.9,10.3995,1.5005,14.4286
GOOG,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,1667000000,1417000000,183472000000,None,138720000000,46532000000,694782000,12000000000,374000000,None,-735000000,-907000000,2613000000,4638000000,-1172000000,None,6657000000,-5388000000,-4183000000,None,3025000000,3025000000,None,None,None,None,None,None,None,-3025000000,None,2447000000,18000000,6657000000,20327000000,36339000000,16012000000,16012000000,6608000000,5993000000,6029000000,12022000000,None,-35000000,1417000000,35000000,36453000000,53000000,None,2613000000,8146000000,1489000000,35000000,6657000000,7213000000,8181000000,10794000000,2019-04-29,11.9,10.3995,1.5005,14.4286
MO,USD,59233000000,6262000000,3352000000,3352000000,2356000000,158000000,53006000000,1922000000,2995000000,17523000000,12327000000,5196000000,32015000000,32015000000,None,393000000,1511000000,45114000000,10119000000,205000000,None,2144000000,0,29642000000,None,27024000000,2144000000,27024000000,0,3608000000,357000000,14079000000,33664000000,43582000000,935000000,1874000000,2289000000,38000000,None,274000000,41000000,53000000,38000000,16000000,25000000,1121000000,-1950000000,1683000000,-12800000000,151000000,151000000,None,1502000000,1502000000,None,0,16265000000,None,-151000000,None,2022000000,None,1120000000,2811000000,5244000000,1626000000,1578000000,2238000000,533000000,None,49000000,None,-384000000,None,384000000,5628000000,-339000000,None,53000000,1515000000,395000000,None,1121000000,950000000,2238000000,1952000000,2019-04-25,0.9,0.9273,-0.0273,-2.944
